id,lat,long
102160472,35.3613,139.53664
102160555,35.35647,139.53221
102160578,35.37927,139.55492
102160638,35.37188,139.54681
102170092,35.42189,139.5228
102170141,35.39726,139.49126
102170163,35.41859,139.49919
102170164,35.4024,139.49086
102170237,35.39106,139.49254
102170238,35.41735,139.48694
102170239,35.4315,139.50377
102170240,35.43115,139.50711
102170241,35.4073,139.5043
102170242,35.44044,139.52663
102170400,35.43311,139.47403
102170401,35.4162,139.49953
102170402,35.41911,139.51001
102170403,35.43847,139.52072
102170404,35.414341,139.484696
102170405,35.41188,139.51611
102170406,35.40612,139.50311
102170407,35.40312,139.50888
102170408,35.4421,139.48387
102170473,35.4181,139.52333
102170474,35.435846,139.513228
102170521,35.4132,139.48732
102170522,35.43893,139.52094
102170572,35.42379,139.47845
102170601,35.415749,139.494115
102170679,35.41008,139.51218
102180093,35.45318,139.50104
102180094,35.47068,139.49484
102180095,35.46501,139.48593
102180096,35.46864,139.48122
102180097,35.47028,139.4906
102180165,35.45535,139.49048
102180243,35.46601,139.49864
102180409,35.45055,139.50775
102180475,35.46804,139.49574
102180476,35.47158,139.48387
102180519,35.47589,139.48955
102180523,35.47101,139.48396
102180574,35.46703,139.49599
102180698,35.45918,139.47397
102180708,35.47139,139.48232
202020001,35.4814,139.61786
202050002,35.42952,139.58719
202060006,35.40202,139.58167
202060007,35.39122,139.56738
202060016,35.38895,139.57751
202060017,35.39569,139.58389
202070014,35.46508,139.59752
202080008,35.461267,139.508973
202080018,35.47337,139.53831
202080035,35.4633,139.51967
202080039,35.50402,139.50491
202100003,35.32428,139.62593
202120019,35.51776,139.50603
202120020,35.51103,139.4998
202130011,35.55943,139.51839
202140012,35.5444,139.5984
202140013,35.53797,139.5715
202140022,35.56562,139.59631
202140025,35.55956,139.58769
202140026,35.42171,139.511
202140027,35.51314,139.67183
202140028,35.38799,139.56868
202140029,35.4321,139.52309
202140030,35.54105,139.51456
202140031,35.40086,139.51729
202140032,35.43748,139.50037
202150015,35.3825,139.50401
202150034,35.40491,139.53259
202160004,35.35556,139.57588
202160005,35.36872,139.56609
202160024,35.37102,139.540601
202170023,35.43338,139.51135
202170033,35.40636,139.49478
202170036,35.41462,139.48878
202170037,35.42642,139.47656
202170038,35.39703,139.49611
202180009,35.47809,139.49997
202180010,35.44995,139.49791
202180021,35.46383,139.49408
302010005,35.53157,139.6716
302010037,35.49794,139.66199
302010046,35.51344,139.65462
302010052,35.50654,139.6433
302010054,35.51394,139.68672
302010100,35.517,139.68723
302010101,35.517,139.68723
302010134,35.50705,139.68282
302010146,35.51744,139.68785
302010153,35.53098,139.68144
302010155,35.51484,139.656987
302020028,35.46919,139.62743
302020072,35.47716,139.61855
302020074,35.47752,139.62852
302020085,35.49224,139.61275
302020096,35.487998,139.60464
302020107,35.4945,139.64503
302020108,35.48043,139.63078
302020109,35.48739,139.6566
302020110,35.49973,139.64595
302020111,35.47709,139.62735
302020126,35.48116,139.64062
302020135,35.46867,139.62968
302020136,35.48901,139.65233
302020160,35.48013,139.63139
302030015,35.44946,139.61897
302030024,35.46173,139.61694
302030066,35.45383,139.61432
302030092,35.46672,139.61362
302030102,35.45095,139.62453
302030137,35.46346,139.63145
302040009,35.42517,139.66872
302040022,35.43634,139.66106
302040023,35.42164,139.65942
302040034,35.44688,139.6459
302040036,35.44565,139.64392
302040084,35.44113,139.6474
302040127,35.43863,139.62256
302040147,35.41905,139.64616
302040161,35.43776,139.63503
302050053,35.44257,139.61269
302050091,35.43549,139.60059
302050097,35.43369,139.6116
302050098,35.43174,139.60176
302050124,35.43527,139.62465
302050128,35.433,139.60478
302060031,35.41051,139.59387
302060056,35.3995,139.56926
302060076,35.41114,139.59409
302060081,35.40849,139.59259
302060083,35.40359,139.59149
302060116,35.40521,139.59674
302060138,35.39668,139.58649
302070057,35.45538,139.60432
302070066,35.43625,139.56299
302070093,35.45795,139.59474
302070125,35.45203,139.58998
302070159,35.46095,139.58411
302070163,35.45425,139.603
302080016,35.46986,139.54037
302080048,35.46255,139.53059
302080058,35.48889,139.54123
302080062,35.45628,139.56372
302080077,35.47876,139.54749
302080095,35.47185,139.53844
302080129,35.46176,139.52759
302080142,35.46176,139.52759
302080143,35.46895,139.50369
302080148,35.46076,139.50854
302090013,35.3992,139.61435
302090017,35.38021,139.59993
302090018,35.38021,139.59993
302090035,35.40123,139.61029
302090149,35.39946,139.6165
302090150,35.38552,139.61838
302100010,35.32683,139.61391
302100041,35.343742,139.622576
302100059,35.36462,139.63821
302110001,35.51805,139.63235
302110006,35.55281,139.64607
302110019,35.51631,139.62523
302110032,35.50233,139.61066
302110033,35.52633,139.64513
302110051,35.55043,139.64764
302110070,35.54125,139.64473
302110071,35.51291,139.62138
302110079,35.50488,139.62839
302110086,35.5499,139.64706
302110103,35.53563,139.62985
302110112,35.55695,139.62943
302110113,35.53936,139.64296
302110114,35.55763,139.62737
302110115,35.53509,139.63795
302110123,35.55009,139.63603
302110130,35.5134,139.61945
302110139,35.53792,139.63029
302110151,35.54195,139.64143
302120003,35.516836,139.536206
302120025,35.52214,139.49803
302120026,35.50682,139.56447
302120030,35.51038,139.57013
302120045,35.51495,139.54179
302120055,35.52456,139.51302
302120069,35.52511,139.51874
302120080,35.52954,139.49466
302120090,35.51218,139.5423
302120104,35.52954,139.49466
302120106,35.50925,139.54019
302120131,35.51372,139.53433
302120156,35.51109,139.56511
302130050,35.54579,139.51004
302130063,35.54173,139.51274
302130064,35.55072,139.54315
302130068,35.56252,139.53038
302130094,35.57206,139.55232
302130117,35.54061,139.51959
302130118,35.53734,139.51952
302130119,35.55217,139.55315
302130120,35.55275,139.5433
302130144,35.55782,139.55048
302130145,35.58381,139.55367
302130154,35.53791,139.50293
302130157,35.56861,139.54811
302130158,35.57518,139.55487
302130164,35.56734,139.5584
302140004,35.54185,139.57867
302140008,35.56159,139.59248
302140012,35.54074,139.56029
302140043,35.53572,139.58656
302140044,35.54444,139.57542
302140065,35.53819,139.55945
302140072,35.55463,139.58034
302140075,35.56159,139.59248
302140165,35.5346,139.59016
302150002,35.40974,139.52003
302150011,35.38401,139.52164
302150027,35.43132,139.55759
302150029,35.40841,139.52087
302150038,35.39402,139.53693
302150040,35.404809,139.536399
302150049,35.42696,139.56108
302150077,35.42054,139.53572
302150088,35.40597,139.53477
302150121,35.42786,139.55731
302150132,35.39627,139.53526
302150140,35.42182,139.54558
302150152,35.3999,139.53903
302150162,35.43178,139.55875
302160047,35.35936,139.53294
302160087,35.3623,139.55214
302160122,35.363179,139.576124
302170020,35.42912,139.50558
302170021,35.39106,139.49254
302170039,35.40388,139.50467
302170042,35.41037,139.51288
302170089,35.41623,139.49922
302170099,35.41048,139.511
302170105,35.41531,139.49997
302170133,35.41481,139.51169
302180007,35.45451,139.50224
302180014,35.46698,139.48602
302180060,35.469,139.5018
302180061,35.47,139.48254
302180082,35.45098,139.50266
302180141,35.46767,139.48599
402010003,35.51884,139.67107
402010004,35.51871,139.65283
402020005,35.49182,139.6349
402020006,35.49806,139.58582
402030038,35.44812,139.61372
402040008,35.42928,139.64372
402050001,35.41712,139.58548
402050009,35.43978,139.59323
402050036,35.43003,139.63309
402060010,35.39931,139.56738
402060012,35.45859,139.57552
402060013,35.44922,139.59639
402080015,35.47766,139.52028
402080016,35.47534,139.54958
402080017,35.45628,139.54056
402090002,35.38024,139.60469
402100035,35.34021,139.59999
402110034,35.54006,139.62032
402120020,35.51587,139.51535
402120021,35.50555,139.56606
402130022,35.54449,139.54924
402130023,35.55708,139.51501
402130037,35.55391,139.48302
402140024,35.56349,139.57262
402140025,35.52361,139.56866
402140026,35.53965,139.55692
402150027,35.39988,139.51004
402160028,35.35568,139.57698
402160029,35.37132,139.53706
402170030,35.4276,139.52213
402180032,35.45829,139.47699
402180033,35.46221,139.48058
502020003,35.46684,139.6347
502040004,35.4222,139.66254
502080002,35.46206,139.50879
502110001,35.55181,139.61586
602010001,35.50719,139.68408
602010002,35.50943,139.67714
602010003,35.51339,139.67374
602010004,35.49549,139.66774
602010005,35.50705,139.68282
602010006,35.50811,139.67929
602010007,35.50385,139.67804
602010008,35.53142,139.68288
602010009,35.50385,139.67804
602010011,35.5219,139.68288
602020012,35.47252,139.62164
602020013,35.49091,139.64005
602020015,35.4945,139.64503
602020018,35.49103,139.64958
602030019,35.45923,139.6153
602030020,35.4636,139.61838
602030022,35.45835,139.62178
602040024,35.44745,139.6279
602040026,35.42789,139.64644
602040029,35.44447,139.62834
602040030,35.44807,139.63142
602050032,35.43836,139.58765
602060034,35.37453,139.5752
602060035,35.37419,139.58104
602070037,35.44654,139.58124
602070038,35.45181,139.60379
602080043,35.45901,139.515
602080044,35.46149,139.5152
602080045,35.45884,139.53343
602090048,35.37777,139.59671
602100049,35.36013,139.62907
602110050,35.55455,139.6449
602110053,35.55408,139.64561
602110055,35.52073,139.62895
602110056,35.53646,139.63065
602110058,35.55467,139.64677
602110060,35.53788,139.62909
602110061,35.53646,139.63065
602110062,35.52276,139.63034
602110064,35.51216,139.62283
602110067,35.5377,139.63535
602110068,35.51258,139.63037
602120070,35.53299,139.49414
602120071,35.51196,139.53798
602130072,35.5439,139.54674
602130073,35.57487,139.55603
602130074,35.57693,139.56009
602130075,35.57092,139.5535
602130076,35.57848,139.55615
602140078,35.54356,139.57556
602140079,35.53433,139.59142
602140080,35.53696,139.58968
602140081,35.52384,139.56544
602140084,35.56322,139.56987
602140085,35.53862,139.55981
602140087,35.55057,139.5789
602140089,35.55526,139.58131
602140090,35.55515,139.58066
602150094,35.4271,139.5542
602150095,35.39561,139.52829
602160096,35.36055,139.55496
602160097,35.36042,139.55835
602180099,35.469,139.5018
602180101,35.46588,139.50372
702010002,35.52394,139.68306
702010003,35.50793,139.69116
702010004,35.50755,139.64621
702010005,35.52674,139.65753
702010006,35.51564,139.6521
702010007,35.51339,139.67374
702010010,35.50385,139.67804
702010014,35.49452,139.6675
702010015,35.50703,139.64993
702010016,35.51609,139.65315
702010017,35.50623,139.67513
702010020,35.51059,139.67514
702010021,35.51744,139.68785
702010022,35.50646,139.67822
702010025,35.50794,139.67433
702020001,35.49218,139.65668
702020002,35.47476,139.62074
702020005,35.48606,139.62669
702020008,35.47795,139.63138
702020009,35.48614,139.63319
702020010,35.46932,139.63304
702020013,35.48635,139.65643
702020014,35.47006,139.61809
702020015,35.48082,139.60606
702020016,35.47626,139.61313
702020017,35.48544,139.62746
702020018,35.46744,139.6301
702020019,35.500568,139.589195
702020020,35.47584,139.62456
702020021,35.47585,139.63005
702030002,35.46485,139.61127
702030003,35.45509,139.63145
702030004,35.46242,139.6199
702030005,35.45666,139.63402
702030008,35.461699,139.631978
702030009,35.45882,139.62926
702030010,35.46383,139.61098
702030012,35.456,139.61882
702030013,35.46238,139.61278
702030015,35.45974,139.61334
702030017,35.45725,139.62082
702030018,35.46665,139.61284
702030019,35.46607,139.61243
702030021,35.46173,139.62532
702030022,35.46397,139.61525
702030023,35.46202,139.63199
702040003,35.45073,139.63863
702040006,35.44721,139.63918
702040009,35.42001,139.65793
702040010,35.44113,139.6474
702040011,35.429197,139.652154
702040013,35.43196,139.65703
702040017,35.449237,139.634813
702040018,35.44032,139.64459
702040020,35.44139,139.63748
702040021,35.44062,139.64922
702040022,35.44606,139.63824
702040023,35.44795,139.63824
702040024,35.4469,139.63744
702040025,35.43422,139.66267
702040026,35.44195,139.64728
702040027,35.42164,139.65942
702040028,35.43709,139.65012
702040030,35.44308,139.62613
702050003,35.43699,139.62253
702050008,35.43566,139.61867
702050009,35.43979,139.6219
702050011,35.42241,139.5741
702060001,35.40742,139.59219
702060002,35.37453,139.5752
702060005,35.42046,139.57326
702060009,35.368,139.58121
702070009,35.47805,139.5654
702080002,35.45916,139.51616
702080008,35.46058,139.53297
702080010,35.45375,139.52419
702080014,35.45698,139.54117
702080015,35.45886,139.53091
702080016,35.46466,139.53339
702080017,35.48705,139.54266
702090007,35.41908,139.62651
702100007,35.34365,139.61969
702100014,35.32614,139.62758
702110001,35.55763,139.62737
702110006,35.51022,139.58525
702110007,35.54017,139.62465
702110011,35.503104,139.603039
702110013,35.55167,139.65013
702110014,35.50503,139.60751
702110016,35.49304,139.62114
702110017,35.54877,139.65613
702110018,35.55672,139.6456
702110020,35.51941,139.63167
702110021,35.52408,139.63448
702110022,35.53788,139.62909
702110023,35.49471,139.63182
702110024,35.50116,139.62383
702110025,35.51291,139.62138
702110026,35.52399,139.61443
702110027,35.54411,139.63829
702110028,35.52074,139.63109
702110030,35.5132,139.63197
702110031,35.55336,139.64616
702110032,35.54608,139.63402
702110033,35.51799,139.63327
702110034,35.51369,139.62473
702110035,35.54737,139.6445
702120001,35.52225,139.50041
702120004,35.52428,139.51671
702120013,35.52491,139.51625
702120015,35.52137,139.50067
702120018,35.523,139.51476
702120022,35.51598,139.53081
702120024,35.51002,139.54257
702120025,35.52137,139.50067
702120027,35.52796,139.49374
702130001,35.54237,139.51494
702130002,35.55443,139.53992
702130003,35.58041,139.55807
702130004,35.56969,139.50972
702130005,35.560938,139.539131
702130011,35.57513,139.55031
702130015,35.53963,139.51649
702130016,35.5442,139.52699
702130018,35.57254,139.55551
702130022,35.56902,139.5452
702130023,35.54819,139.50725
702130024,35.54194,139.52895
702130025,35.54173,139.51274
702130026,35.57925,139.56009
702140001,35.534,139.59164
702140002,35.56042,139.59695
702140003,35.5651,139.58051
702140004,35.53634,139.55432
702140005,35.53683,139.5556
702140009,35.53667,139.58995
702140010,35.54574,139.56921
702140011,35.56256,139.57236
702140012,35.56156,139.57365
702140015,35.55526,139.58131
702140016,35.51291,139.55811
702140018,35.53862,139.55981
702140020,35.53731,139.56093
702140022,35.55526,139.58131
702140023,35.54587,139.57605
702140024,35.56384,139.57829
702140025,35.55347,139.57835
702140026,35.54303,139.57607
702140027,35.53462,139.58923
702140028,35.54605,139.58195
702140029,35.54846,139.56058
702140030,35.55198,139.57707
702140031,35.54209,139.57193
702140032,35.56347,139.57011
702140036,35.55347,139.57835
702140037,35.53526,139.5876
702140038,35.55423,139.5666
702140039,35.54526,139.57532
702140040,35.55515,139.58066
702140041,35.55431,139.57983
702140042,35.54724,139.57152
702140043,35.56401,139.60004
702140044,35.5346,139.59016
702140045,35.54116,139.58005
702150003,35.430558,139.561883
702150004,35.39754,139.53157
702150014,35.43263,139.55765
702150018,35.40371,139.53606
702150022,35.40722,139.5345
702150025,35.36429,139.49289
702150026,35.39644,139.53073
702160002,35.36201,139.55251
702160006,35.3636,139.56081
702160007,35.37076,139.55571
702160008,35.37058,139.54692
702170001,35.44247,139.47955
702170009,35.43036,139.495607
702180004,35.46658,139.50346
702180005,35.46838,139.49309
